Age,Gender,Education Level,Job Title,Years of Experience,Salary
23,Female,Master's,Junior Business Intelligence Analyst,0.7,34800
23,Male,Bachelor's,QA Engineer,2.9,55500
30,Female,Master's,Lead Data Scientist,10.0,137900
28,Female,Master's,Data Scientist,6.6,99800
27,Male,Master's,Senior Cybersecurity Analyst,7.7,114700
29,Male,Bachelor's,Senior UI/UX Designer,9.6,122700
31,Male,Master's,Senior Mobile App Developer,8.3,124000
41,Male,PhD,Director of Engineering,20.0,223400
50,Female,Master's,Chief Information Security Officer,27.3,264300
27,Female,Bachelor's,Senior Cybersecurity Analyst,6.2,90500
35,Female,Bachelor's,Principal Cloud Architect,16.2,170700
23,Female,Bachelor's,Junior Web Developer,1.4,37600
21,Female,Bachelor's,Junior Cybersecurity Analyst,1.8,41400
24,Male,Bachelor's,Junior Cloud Support Engineer,0.9,33500
22,Female,Master's,UI/UX Designer,2.2,49300
32,Male,Master's,Senior Cloud Engineer,10.5,154300
28,Male,Master's,Senior IT Consultant,7.0,102800
27,Female,Master's,Network Engineer,4.5,79800
25,Female,Master's,QA Engineer,6.0,98600
38,Female,Master's,Engineering Manager,16.7,191900
25,Male,Master's,DevOps Engineer,3.9,67300
26,Female,Master's,Network Engineer,3.6,69400
,,,,,
28,Male,Bachelor's,Senior DevOps Engineer,7.5,111000
30,Male,Master's,Senior Full Stack Developer,10.2,147900
24,Female,Master's,System Administrator,3.2,64000
23,Male,Master's,Junior Cloud Support Engineer,0.6,39100
19,Female,Master's,Junior DevOps Engineer,0.1,28800
23,Male,Bachelor's,Junior System Administrator,1.7,39900
30,Male,Master's,Site Reliability Engineer,11.1,146600
24,Male,Master's,IT Consultant,3.5,71400
21,Female,Bachelor's,Junior Software Developer,1.6,41300
22,Female,PhD,Junior System Administrator,0.4,35600
33,Male,Master's,Machine Learning Engineer,12.0,159100
25,Female,Master's,Software Test Engineer,4.2,79900
23,Male,Master's,Junior Cloud Support Engineer,0.2,30700
33,Female,Master's,Senior Database Administrator,10.4,146900
29,Male,Bachelor's,Information Security Analyst,8.0,119000
44,Male,Master's,Chief Information Officer,24.9,250400
26,Male,Master's,Full Stack Developer,3.9,75500
30,Female,Bachelor's,Senior QA Engineer,9.1,125300
23,Male,Bachelor's,Junior Mobile App Developer,0.5,32300
31,Male,Master's,Senior System Administrator,10.8,157900
23,Male,Bachelor's,Junior Business Intelligence Analyst,1.3,39000
30,Male,Bachelor's,Senior Cybersecurity Analyst,9.1,123000
24,Male,Master's,Cloud Support Engineer,3.6,67700
33,Male,PhD,QA Manager,13.0,175800
19,Female,Bachelor's,Junior UI/UX Designer,0.1,29100
31,Female,Bachelor's,Senior UI/UX Designer,8.0,114300
30,Female,Master's,Data Engineer,9.7,144300
33,Male,Master's,Solutions Architect,10.7,139100
39,Female,Master's,Technical Program Manager,15.8,177300
21,Female,Master's,Junior Web Developer,1.9,47400
37,Male,PhD,Lead Data Scientist,14.3,176100
30,Female,Master's,Information Security Analyst,10.5,157600
27,Male,Bachelor's,Automation Engineer,5.8,92100
22,Male,Bachelor's,UI/UX Designer,3.5,59400
22,Male,Master's,IT Support Technician,0.0,30500
33,Female,Master's,Senior Mobile App Developer,11.1,156000
33,Female,Bachelor's,IT Project Manager,11.4,153200
29,Female,Master's,Senior Mobile App Developer,8.6,125900
28,Female,Master's,Senior QA Engineer,6.9,92300
43,Female,Bachelor's,Director of IT,23.8,224900
22,Female,Bachelor's,Junior Network Technician,0.4,29000
34,Male,Master's,Solutions Architect,13.3,175100
25,Female,Bachelor's,IT Consultant,4.6,76600
27,Male,Master's,Data Analyst,5.8,92600
23,Female,Bachelor's,UI/UX Designer,4.4,69700
26,Female,Bachelor's,System Administrator,4.5,77600
22,Female,Master's,Web Developer,2.2,48900
21,Male,Master's,Junior QA Tester,0.1,29300
31,Male,Master's,Senior IT Consultant,9.0,134700
33,Male,Bachelor's,Senior UI/UX Designer,11.0,142000
36,Female,Master's,Director of Software Development,16.6,184100
22,Male,Bachelor's,Junior Database Administrator,1.5,40900
21,Female,Master's,Junior QA Tester,1.7,47800
24,Male,Master's,Software Engineer,4.7,86700
41,Male,Bachelor's,VP of Data & Analytics,19.9,191700
28,Female,Master's,IT Consultant,5.1,82600
31,Female,Master's,Senior Mobile App Developer,9.9,141200
20,Female,Master's,Junior Cloud Support Engineer,0.6,35700
22,Male,Master's,Frontend Developer,2.3,55900
26,Male,Bachelor's,Backend Developer,3.7,63600
23,Male,PhD,Mobile App Developer,3.7,74000
31,Male,Bachelor's,Senior Cloud Engineer,8.7,120700
29,Female,Bachelor's,Data Engineer,9.0,123200
24,Male,Master's,Cloud Support Engineer,2.4,60700
29,Female,Master's,Data Scientist,8.9,124700
25,Male,Master's,Technical Support Engineer,5.4,87300
27,Male,Master's,Automation Engineer,5.5,90800
39,Male,Master's,Lead Software Engineer,16.9,188900
23,Female,Bachelor's,IT Business Analyst,4.2,72000
21,Male,Bachelor's,Cloud Support Engineer,2.2,50900
50,Female,Master's,VP of Information Technology,28.9,271500
27,Female,Master's,Senior UI/UX Designer,6.1,94900
21,Female,Bachelor's,Junior DevOps Engineer,0.9,33000
34,Female,Master's,Solutions Architect,15.5,185700
23,Female,Bachelor's,Technical Support Engineer,3.9,72800
29,Female,Bachelor's,Senior Mobile App Developer,6.6,91100
26,Female,PhD,DevOps Engineer,3.7,67700
30,Male,Bachelor's,Platform Engineer,10.0,134300
31,Female,Master's,Information Security Analyst,9.9,152400
36,Female,Master's,IT Program Manager,14.9,180200
25,Female,Bachelor's,Full Stack Developer,2.8,60900
21,Male,PhD,Junior Cloud Support Engineer,1.8,49800
31,Male,Master's,Senior Mobile App Developer,8.4,121000
29,Male,Master's,Senior Network Engineer,8.3,119000
28,Male,PhD,Senior Cloud Engineer,6.3,110100
23,Male,Master's,QA Engineer,2.9,61100
40,Female,Bachelor's,Infrastructure Manager,17.2,182200
24,Male,Master's,Full Stack Developer,5.1,88300
24,Female,Master's,Automation Engineer,2.7,58100
28,Female,Bachelor's,Senior Web Developer,8.2,109500
27,Female,Master's,Full Stack Developer,4.8,83600
26,Male,Bachelor's,Site Reliability Engineer,6.1,81000
27,Male,Bachelor's,IT Consultant,5.6,88100
23,Male,Master's,Automation Engineer,4.3,86000
21,Female,Bachelor's,Junior QA Tester,0.9,32300
32,Male,Bachelor's,Senior QA Engineer,11.2,145600
22,Male,Bachelor's,Data Analyst,2.2,56000
24,Male,Bachelor's,Software Engineer,3.2,58800
33,Female,Bachelor's,Senior Cybersecurity Analyst,10.4,141800
21,Male,Bachelor's,Junior Cybersecurity Analyst,1.7,43700
31,Female,Master's,Site Reliability Engineer,8.9,128000
30,Female,Master's,Senior Database Administrator,11.9,164200
30,Male,Bachelor's,Senior Database Administrator,7.5,100300
35,Female,Master's,Principal Engineer,16.1,177400
38,Male,Master's,Lead Software Engineer,16.2,184600
30,Female,Bachelor's,Senior IT Consultant,7.6,101900
31,Male,Master's,Senior QA Engineer,9.6,142200
22,Male,Bachelor's,Junior Mobile App Developer,0.6,31400
24,Female,PhD,Backend Developer,3.2,76000
24,Female,Master's,Frontend Developer,3.0,60000
45,Female,PhD,Chief Technology Officer,26.0,269200
32,Male,Bachelor's,Senior Database Administrator,10.6,148600
23,Male,Bachelor's,Junior Business Intelligence Analyst,0.7,33200
23,Female,Master's,DevOps Engineer,2.5,61000
23,Male,Bachelor's,Junior Business Intelligence Analyst,1.4,36900
28,Male,Master's,Site Reliability Engineer,9.6,140700
27,Male,Master's,Database Administrator,4.8,89600
21,Female,Bachelor's,Junior System Administrator,0.2,27400
23,Female,Master's,UI/UX Designer,2.9,58400
30,Female,Master's,Senior Cybersecurity Analyst,10.1,150300
25,Female,Bachelor's,Business Intelligence Analyst,4.9,78100
25,Female,Bachelor's,Data Analyst,3.0,59300
26,Male,Bachelor's,Cloud Solutions Architect,7.5,114700
32,Male,Master's,Data Engineer,11.1,160700
34,Male,Master's,QA Manager,14.8,168100
23,Female,Bachelor's,Frontend Developer,3.3,56200
29,Female,PhD,Senior Network Engineer,7.9,122500
26,Female,Bachelor's,Senior Data Engineer,7.5,107700
24,Male,Bachelor's,Software Engineer,5.0,86100
33,Male,Master's,Lead Cybersecurity Engineer,12.8,150000
23,Female,Bachelor's,QA Engineer,2.2,50900
24,Female,Bachelor's,Junior Mobile App Developer,1.6,41300
28,Male,Bachelor's,Data Analyst,5.5,85200
28,Male,Bachelor's,Frontend Developer,5.0,77900
46,Female,Master's,Director of IT,23.5,248600
22,Male,Bachelor's,Junior QA Tester,0.9,33200
26,Male,Bachelor's,Mobile App Developer,3.2,63100
26,Male,Bachelor's,IT Consultant,3.8,65900
28,Female,Bachelor's,Senior System Administrator,6.8,95300
25,Female,Bachelor's,Senior Web Developer,6.0,88900
27,Male,PhD,Site Reliability Engineer,6.7,111100
23,Female,Bachelor's,Database Administrator,4.0,70200
24,Female,Bachelor's,IT Business Analyst,4.7,75100
25,Female,Bachelor's,Junior Network Technician,1.9,43100
30,Male,Bachelor's,Data Scientist,8.2,124200
33,Female,Master's,QA Manager,11.8,153800
28,Female,Bachelor's,Data Analyst,5.7,89000
29,Male,Bachelor's,Senior Full Stack Developer,7.6,111200
27,Male,Master's,Web Developer,5.3,92900
27,Male,Bachelor's,IT Business Analyst,4.6,75700
24,Female,Master's,IT Consultant,3.2,66800
29,Female,Master's,Data Engineer,9.6,134300
24,Female,Master's,DevOps Engineer,4.7,85900
26,Female,Bachelor's,Technical Support Engineer,4.3,77800
33,Female,PhD,IT Program Manager,13.6,170900
46,Female,Master's,Director of Data Science,24.2,251900
22,Male,Bachelor's,IT Support Technician,1.9,45100
39,Female,Bachelor's,Database Manager,17.1,187200
22,Male,Master's,Backend Developer,3.5,68400
24,Female,Bachelor's,Junior Mobile App Developer,1.8,43400
27,Male,Master's,Senior QA Engineer,7.7,119200
24,Female,Master's,Cloud Support Engineer,2.3,54400
23,Male,Master's,Junior DevOps Engineer,0.5,33800
28,Female,Master's,QA Engineer,5.5,90800
23,Male,Bachelor's,Junior QA Tester,0.6,28800
39,Male,Master's,Chief Information Officer,19.2,209000
21,Female,Bachelor's,Junior Network Technician,0.1,27300
23,Female,Bachelor's,Junior Web Developer,0.6,34100
32,Male,PhD,Senior Database Administrator,10.3,149500
21,Female,Master's,Junior Mobile App Developer,0.4,29200
32,Female,Master's,Engineering Manager,13.3,163300
21,Male,Bachelor's,Trainee Software Engineer,0.5,31400
29,Female,Master's,Senior Data Engineer,10.4,151200
24,Female,Bachelor's,UI/UX Designer,3.0,52300
28,Male,Master's,Data Analyst,5.7,82800
21,Male,Master's,Help Desk Technician,0.0,28400
34,Male,Master's,Senior Web Developer,12.0,160300
29,Male,Master's,Senior Automation Engineer,8.9,128100
24,Male,Bachelor's,Backend Developer,2.3,50400
35,Male,Master's,Principal Cloud Architect,14.5,174200
23,Male,Bachelor's,Junior System Administrator,1.1,38100
31,Male,Master's,Senior Web Developer,11.5,160800
30,Male,Master's,Senior Backend Developer,8.0,115700
36,Female,Master's,IT Program Manager,15.2,170200
22,Male,Bachelor's,Junior UI/UX Designer,0.9,34200
22,Female,Bachelor's,IT Support Technician,0.7,37900
23,Female,Master's,Junior Business Intelligence Analyst,0.3,33300
30,Female,Bachelor's,Senior IT Consultant,9.4,119900
27,Male,Bachelor's,Business Intelligence Analyst,4.6,78300
23,Female,Bachelor's,Junior DevOps Engineer,0.7,33000
23,Male,Bachelor's,Junior Database Administrator,1.6,42200
40,Male,Bachelor's,Lead Data Scientist,17.8,186000
32,Male,Bachelor's,Senior Web Developer,9.4,125100
24,Female,Bachelor's,UI/UX Designer,2.9,55900
33,Female,PhD,Technical Program Manager,12.8,180200
23,Male,Bachelor's,Software Test Engineer,3.5,64600
43,Male,Master's,Chief Information Officer,20.5,224100
24,Female,Bachelor's,Automation Engineer,4.3,76300
33,Female,Bachelor's,Senior Network Engineer,11.0,138500
23,Female,Bachelor's,Junior UI/UX Designer,0.1,24900
33,Male,Bachelor's,Senior Database Administrator,10.4,131600
25,Male,Bachelor's,QA Engineer,5.0,82900
24,Female,Master's,Junior Business Intelligence Analyst,1.2,42800
24,Male,Bachelor's,QA Engineer,2.3,46900
23,Female,Bachelor's,IT Consultant,4.4,77000
28,Male,Bachelor's,Cloud Solutions Architect,7.3,99700
23,Male,Master's,Full Stack Developer,3.1,59800
30,Female,Master's,Platform Engineer,8.5,128000
26,Female,Bachelor's,Senior QA Engineer,7.6,110900
28,Male,Master's,IT Consultant,4.9,88400
28,Female,Bachelor's,UI/UX Designer,4.8,75000
26,Male,Master's,Full Stack Developer,5.9,99500
24,Male,Master's,Frontend Developer,5.0,82900
33,Female,Master's,Senior Cloud Engineer,10.3,147100
33,Female,Master's,Senior DevOps Engineer,10.9,148400
31,Female,Bachelor's,Senior UI/UX Designer,11.1,148600
37,Female,Master's,Lead Software Engineer,13.9,174400
23,Male,Bachelor's,Trainee Software Engineer,1.4,40000
34,Male,Bachelor's,Lead Data Scientist,11.7,139100
27,Female,Master's,Data Analyst,5.1,89000
20,Male,PhD,Help Desk Technician,0.9,41500
46,Male,Master's,Director of IT,27.0,269100
49,Male,Master's,Director of Data Science,27.6,267300
21,Male,Master's,Junior Data Analyst,1.1,40700
27,Female,Master's,IT Project Manager,7.0,108900
35,Female,Master's,Solutions Architect,13.9,173300
32,Male,Bachelor's,IT Project Manager,10.6,136200
22,Male,Master's,DevOps Engineer,2.8,60200
28,Female,Master's,Data Engineer,8.0,116400
32,Male,Master's,Lead Data Scientist,11.7,161000
21,Female,Bachelor's,Trainee Software Engineer,0.3,29100
26,Female,Master's,Database Administrator,4.2,80000
22,Female,Bachelor's,Junior Network Technician,1.4,37700
28,Male,Bachelor's,Senior QA Engineer,9.2,120300
48,Female,Master's,Director of IT,26.0,255800
36,Male,Master's,Technical Program Manager,15.5,178200
33,Male,Bachelor's,Senior Backend Developer,11.6,141900
20,Male,Bachelor's,Junior UI/UX Designer,0.8,35000
38,Male,PhD,Lead Cybersecurity Engineer,16.6,194600
30,Male,Bachelor's,Senior Network Engineer,9.0,134500
24,Female,Bachelor's,QA Engineer,4.1,69500
23,Female,Master's,Cybersecurity Analyst,2.4,57100
25,Female,Bachelor's,Business Intelligence Analyst,3.8,68400
23,Female,PhD,Junior Network Technician,0.0,28500
30,Male,Master's,Cloud Solutions Architect,7.7,112300
22,Male,Master's,Junior Web Developer,0.4,32700
27,Male,Master's,Business Intelligence Analyst,4.3,81700
31,Female,PhD,Senior System Administrator,8.6,136400
26,Male,Master's,Data Analyst,3.1,67100
24,Male,PhD,Junior System Administrator,1.9,49300
25,Male,Master's,IT Consultant,4.6,85900
24,Male,Bachelor's,Software Test Engineer,4.1,75100
19,Female,Master's,Junior Network Technician,0.0,27800
22,Female,Bachelor's,Junior UI/UX Designer,0.3,27600
28,Female,Bachelor's,Senior Frontend Developer,9.0,121500
25,Female,Master's,Frontend Developer,4.4,80700
33,Male,Bachelor's,Lead Cybersecurity Engineer,10.5,134200
22,Female,Master's,Junior DevOps Engineer,1.1,41500
25,Female,Bachelor's,Data Analyst,5.9,90700
24,Female,Master's,Junior Business Intelligence Analyst,1.6,43300
24,Male,Bachelor's,Software Engineer,4.5,78000
24,Male,PhD,Automation Engineer,4.2,80700
30,Female,Bachelor's,Senior Frontend Developer,9.8,133000
27,Male,Bachelor's,Senior Cloud Engineer,6.9,96600
28,Female,Master's,System Administrator,5.4,91900
34,Male,Master's,Lead Data Engineer,11.5,142500
23,Female,Bachelor's,Software Test Engineer,2.2,55400
32,Female,Master's,Senior Mobile App Developer,9.2,133700
20,Female,Bachelor's,Junior Cloud Support Engineer,0.0,28700
23,Male,Bachelor's,Junior Business Intelligence Analyst,1.9,45800
27,Male,Master's,Senior Full Stack Developer,7.0,118100
30,Male,Master's,Senior System Administrator,10.1,150500
23,Female,Bachelor's,Software Test Engineer,4.0,75100
26,Female,Master's,Full Stack Developer,5.9,92400
36,Male,Master's,Lead DevOps Engineer,14.5,167600
37,Male,Master's,Engineering Manager,15.3,179000
31,Female,PhD,Senior Web Developer,11.3,175200
22,Male,Bachelor's,Junior System Administrator,0.9,33600
31,Male,Bachelor's,Principal Cloud Architect,11.1,139500
30,Male,Master's,Senior Data Analyst,7.3,113700
38,Male,PhD,Infrastructure Manager,17.1,199900
22,Female,Bachelor's,Trainee Software Engineer,1.5,40400
32,Female,Bachelor's,Information Security Analyst,9.4,127900
21,Male,Master's,Junior Network Technician,0.8,36400
30,Female,Bachelor's,Senior Backend Developer,7.1,96800
30,Male,Master's,Data Engineer,9.9,145800
31,Female,PhD,Senior QA Engineer,11.2,173100
27,Female,Master's,Cloud Support Engineer,5.6,89100
31,Female,Master's,Senior QA Engineer,9.6,134500
37,Male,Bachelor's,VP of Data & Analytics,17.1,171000
23,Male,Bachelor's,Web Developer,2.6,55600
22,Male,PhD,Software Engineer,2.0,53600
25,Male,Bachelor's,Cybersecurity Analyst,5.9,91900
25,Female,Master's,IT Consultant,3.5,70500
19,Male,Bachelor's,Junior Network Technician,0.6,30500
24,Female,Master's,Backend Developer,5.1,90600
27,Male,Master's,Network Engineer,5.5,96400
30,Female,Master's,Senior IT Consultant,8.4,132300
24,Male,Bachelor's,IT Business Analyst,2.3,50700
35,Female,Bachelor's,Principal Cloud Architect,14.4,152400
22,Female,Bachelor's,UI/UX Designer,3.2,61400
33,Female,Bachelor's,Cloud Solutions Architect,11.1,143900
26,Female,Master's,Information Security Analyst,6.0,96100
25,Female,Master's,Software Engineer,5.8,97300
21,Female,Bachelor's,Junior Software Developer,1.4,40700
32,Male,Master's,Senior IT Consultant,9.6,142400
25,Female,PhD,Automation Engineer,4.8,91300
22,Male,Bachelor's,Junior Cybersecurity Analyst,0.7,33600
30,Female,Master's,Senior Data Engineer,8.2,122500
27,Female,Bachelor's,Mobile App Developer,4.8,76600
25,Female,Bachelor's,Software Test Engineer,5.0,77200
33,Female,Bachelor's,Solutions Architect,11.1,140000
29,Female,Master's,Senior System Administrator,9.6,132600
22,Male,Master's,Junior DevOps Engineer,0.3,32200
28,Female,Master's,Senior DevOps Engineer,7.1,104100
21,Male,Bachelor's,Junior Cybersecurity Analyst,0.1,28700
23,Female,Master's,Junior Web Developer,0.6,36900
30,Male,Bachelor's,QA Manager,10.6,133100
25,Male,Bachelor's,UI/UX Designer,3.0,55800
30,Male,Bachelor's,Senior Full Stack Developer,7.9,104700
26,Female,Bachelor's,Cybersecurity Analyst,5.1,88600
37,Male,Master's,Lead Data Engineer,14.2,165800
30,Male,Master's,Senior Web Developer,10.3,150600
26,Male,Bachelor's,Frontend Developer,5.7,90700
30,Female,Bachelor's,Senior Database Administrator,6.7,90400
30,Female,Bachelor's,Senior Cloud Engineer,7.9,105300
22,Female,Master's,IT Business Analyst,2.9,63500
24,Female,Master's,Backend Developer,3.9,74500
29,Female,Bachelor's,Senior Mobile App Developer,6.2,83300
30,Female,Master's,Senior Network Engineer,10.0,152600
28,Male,Master's,Senior Data Engineer,6.4,105700
32,Female,PhD,Cloud Solutions Architect,10.1,147500
24,Male,Bachelor's,Frontend Developer,5.8,91800
22,Female,Bachelor's,Junior Network Technician,0.0,27400
